titulo,ubicacion,distrito,zona,precio,precio_m2,precio_categoria,tipo_inmueble,tipo_operacion,dormitorios,banos,area,tamano_categoria,antiguedad,anio_construccion,mantenimiento,publicador,fecha_publicacion,url
Apartamento en alquiler en Ur. San Antonio,"Ur. San Antonio, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.928571428571429,Alto,Apartamento,Alquiler,3,2,112.0,Grande,,,,Century 21 Excellence.,28 feb. 2023 - Publicado por Century 21 Excellence.,https://www.properati.com.pe/detalle/14032-32-fdca-6ff02bd0a6d3-cbac234b-96b9-312c
Apartamento en alquiler en Ur. Monterrico Norte,"Ur. Monterrico Norte, San Borja, Lima, Lima ",San Borja,Otro,205000.0,1752.1367521367522,Lujo,Apartamento,Alquiler,3,2,117.0,Grande,13.0,2013,S/.350,OPCION UNO INMOBILIARIA S.A.C,10 mar. 2023 - Publicado por OPCION UNO INMOBILIARIA S.A.C,https://www.properati.com.pe/detalle/14032-32-8519-cab47c4ff2fe-ad8574d5-a1f7-458d
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,6.0,2020,S/.290,Corretajes Inmobiliarios Matessa SAC,26 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-7153-ed48552947b7-6a2440e1-8d99-4c50
Apartamento en alquiler en Surquillo,"Surquillo, Urb Cercado de Miraflores, Provincia de Lima, Provincia de Lima ",Urb Cercado de Miraflores,Otro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,14.0,2012,S/.300,Corretajes Inmobiliarios Matessa SAC,10 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-79fb-11bb5e125d9e-6db5099b-a907-468d
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,1100.0,10.0,Alto,Apartamento,Alquiler,2,3,110.0,Grande,4.0,2022,S/.380,Dream House Real Estate,16 dic. 2022 - Publicado por Dream House Real Estate,https://www.properati.com.pe/detalle/14032-32-919b-b380b8c43666-d2723b18-9876-4c7e
Apartamento en alquiler en Ur. Limatambo,"Ur. Limatambo, San Isidro, Lima, Lima ",San Isidro,Centro,1500.0,7.5,Alto,Apartamento,Alquiler,3,4,200.0,Muy Grande,15.0,2011,S/.800,Prime House,11 mar. 2023 - Publicado por Prime House,https://www.properati.com.pe/detalle/14032-32-8ede-2dc787348dec-f6829be-84fa-4516
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,1250.0,11.363636363636363,Alto,Apartamento,Alquiler,1,1,110.0,Grande,7.0,2019,S/.462,IMPERIAL INN MIRAFLORES S.A.C.,10 mar. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-1580-847661ec7f0c-42f9b076-b2fb-45c3
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",La Molina,Este,2200.0,6.666666666666667,Lujo,Casa,Alquiler,4,3,330.0,Muy Grande,20.0,2006,S/.600,RE/MAX Expo,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-7c27-9aef3ad01741-55e52c06-a397-4aca
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",La Molina,Este,2300.0,6.96969696969697,Lujo,Casa,Alquiler,4,3,330.0,Muy Grande,20.0,2006,S/.600,RE/MAX Expo,6 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-448b-c8a06f851ae-acb12818-bb46-4c4f
Casa en alquiler en Ur. El Sol De La Molina Etapa I,"Ur. El Sol De La Molina Etapa I, La Molina, Lima, Lima ",La Molina,Este,2100.0,7.0,Lujo,Casa,Alquiler,4,3,300.0,Muy Grande,20.0,2006,S/.600,RE/MAX Expo,5 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-c949-d3d9505eef72-a80394cd-b458-4587
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1550.0,10.130718954248366,Alto,Apartamento,Alquiler,2,3,153.0,Grande,5.0,2021,S/.580,Büro Propiedades,9 mar. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-fc54-c0eba2c56200-a3e64ae1-8940-47cf
Apartamento en alquiler en Ur. La Viñita,"Ur. La Viñita, Barranco, Lima, Lima ",Barranco,Sur,600.0,14.634146341463415,Moderado,Apartamento,Alquiler,1,1,41.0,Pequeño,3.0,2023,S/.200,Maju García,2 mar. 2023 - Publicado por Maju García,https://www.properati.com.pe/detalle/14032-32-b90c-36539b145c1-983fe410-9f5e-120d
Apartamento en alquiler en Ur. Tejada Alta,"Ur. Tejada Alta, Barranco, Lima, Lima ",Barranco,Sur,590.0,13.11111111111111,Moderado,Apartamento,Alquiler,1,1,45.0,Pequeño,3.0,2023,S/.240,IMPERIAL INN MIRAFLORES S.A.C.,3 mar. 2023 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-b5e4-cf88ec1247af-831d7ae5-b8e8-4ec2
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,24.0,2002,S/.350,Corretaje Pelusa,9 feb. 2023 - Publicado por Corretaje Pelusa,https://www.properati.com.pe/detalle/14032-32-4e15-75895301dc49-a57189c1-9bdc-4860
Apartamento en alquiler en Ur. Orrantia,"Ur. Orrantia, San Isidro, Lima, Lima ",San Isidro,Centro,780.0,7.428571428571429,Moderado,Apartamento,Alquiler,3,2,105.0,Grande,,,,Century 21 Máxima,24 feb. 2023 - Publicado por Century 21 Máxima,https://www.properati.com.pe/detalle/14032-32-3051-b3e8812b96e6-24361292-ab56-3bcd
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,1800.0,10.909090909090908,Alto,Apartamento,Alquiler,2,2,165.0,Grande,16.0,2010,,Silvia Seminario Agurto,24 dic. 2021 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-82cd-57276ca491b1-c6075d56-a4d2-46d9
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,1900.0,9.743589743589743,Alto,Apartamento,Alquiler,3,3,195.0,Grande,10.0,2016,S/.900,Silvia Seminario Agurto,12 abr. 2022 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-ce0c-96f8a62c821e-5e00420e-bd3e-4fc5
Apartamento en alquiler en Ur. Valle Hermoso Oeste,"Ur. Valle Hermoso Oeste, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1200.0,9.022556390977444,Alto,Apartamento,Alquiler,3,2,133.0,Grande,16.0,2010,S/.572,Silvia Seminario Agurto,12 abr. 2022 - Publicado por Silvia Seminario Agurto,https://www.properati.com.pe/detalle/14032-32-ace8-fc3916c3704f-8c744627-b9e2-428e
Apartamento en alquiler en Ur. El Rosario,"Ur. El Rosario, San Isidro, Lima, Lima ",San Isidro,Centro,1900.0,9.35960591133005,Alto,Apartamento,Alquiler,3,2,203.0,Muy Grande,,,,Lucy Mier y Teran,27 nov. 2022 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-1ae8-2ef1cf1fab82-f77ad90f-9507-44e3
Casa en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,3500.0,6.140350877192983,Lujo,Casa,Alquiler,3,2,570.0,Muy Grande,,,,ABC Inmuebles,9 jul. 2022 - Publicado por ABC Inmuebles,https://www.properati.com.pe/detalle/14032-32-8f96-c575a376318e-c16ca76b-ad45-4358
Apartamento en alquiler en Ur. Barboncito,"Ur. Barboncito, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,9.444444444444445,Moderado,Apartamento,Alquiler,2,2,90.0,Mediano,,,S/.260,RE/MAX Realty Group,4 mar. 2023 - Publicado por RE/MAX Realty Group,https://www.properati.com.pe/detalle/14032-32-df3c-bce5496691b7-de446cdd-9587-4ff9
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,8000.0,8000.0,Lujo,Casa,Alquiler,4,3,1.0,Pequeño,,,,Büro Propiedades,5 jul. 2021 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-60d3-7477ef7b7d0b-e71ed7d8-b175-4f3c
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,1400.0,7.329842931937173,Alto,Apartamento,Alquiler,2,2,191.0,Grande,,,S/.500,Isotta Lima Space,8 feb. 2023 - Publicado por Isotta Lima Space,https://www.properati.com.pe/detalle/14032-32-951-68e3a4440cac-7a685b7c-9b11-4b75
Apartamento en alquiler en Ur. Los Patricios (San Felipe),"Ur. Los Patricios (San Felipe), Jesús María, Lima, Lima ",Jesús María,Otro,800.0,10.526315789473685,Moderado,Apartamento,Alquiler,3,2,76.0,Mediano,21.0,2005,S/.268,HABITALE BIENES RAICES,28 feb. 2023 - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-998c-974062cc4d8a-2245523a-95d2-414d
Apartamento en alquiler en Ur. Huacrachuco,"Ur. Huacrachuco, Chorrillos, Lima, Lima ",Chorrillos,Sur,400.0,10.0,Económico,Apartamento,Alquiler,1,1,40.0,Pequeño,4.0,2022,,INMOBILIARIA INTERNACIONAL DEL PERU,7 mar. 2023 - Publicado por INMOBILIARIA INTERNACIONAL DEL PERU,https://www.properati.com.pe/detalle/14032-32-3fc3-a457482f39f2-59b0fc53-a20b-48b3
Apartamento en alquiler en Ur. San Felipe,"Ur. San Felipe, Jesús María, Lima, Lima ",Jesús María,Otro,800.0,8.602150537634408,Moderado,Apartamento,Alquiler,3,2,93.0,Mediano,,,S/.200,RE/MAX Expo,9 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-d7ce-ddfcdf65657c-ce6ed8b-b846-4237
Apartamento en alquiler en Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero),"Hu. Ex Fundo Monterrico Chico Parcela 2 (San Idelfonso Del Vivero), Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1100.0,6.666666666666667,Alto,Apartamento,Alquiler,3,3,165.0,Grande,14.0,2012,S/.520,Corretajes Inmobiliarios Matessa SAC,7 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-6686-d14e38a7960f-511d3214-b40d-48a8
Apartamento en alquiler en Ur. San Isidro,"Ur. San Isidro, San Isidro, Lima, Lima ",San Isidro,Centro,1200.0,11.320754716981131,Alto,Apartamento,Alquiler,2,2,106.0,Grande,,,,Lucy Mier y Teran,31 ene. 2023 - Publicado por Lucy Mier y Teran,https://www.properati.com.pe/detalle/14032-32-52e6-440e2a7f48e5-c01cc136-a13c-4eef
Apartamento en alquiler en Fundo Monterrico Chico,"Fundo Monterrico Chico, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1100.0,8.396946564885496,Alto,Apartamento,Alquiler,3,3,131.0,Grande,14.0,2012,S/.380,SOCIOS INMOBILIARIOS,16 jul. 2022 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-371e-3ef3f5639118-a919ffa5-80d7-4b81
Apartamento en alquiler en Ur. Chacarilla Santa Cruz Zona Santa Isabel B,"Ur. Chacarilla Santa Cruz Zona Santa Isabel B, San Isidro, Lima, Lima ",San Isidro,Centro,1650.0,10.248447204968944,Alto,Apartamento,Alquiler,3,2,161.0,Grande,58.0,1968,S/.800,RE/MAX Realty Group,8 dic. 2022 - Publicado por RE/MAX Realty Group,https://www.properati.com.pe/detalle/14032-32-946-564c1a5a28df-994ccb3d-bb5e-4fe4
Casa en alquiler en Piura,"Piura, Piura, Piura ",Piura,Otro,1500.0,3.0,Alto,Casa,Alquiler,6,7,500.0,Muy Grande,7.0,2019,,GP Inmobiliaria pe,11 feb. 2023 - Publicado por GP Inmobiliaria pe,https://www.properati.com.pe/detalle/14032-32-a1ca-2c89a37c3878-c22f7fe4-9c8e-4a02
Casa en alquiler en Piura,"Piura, Piura, Piura ",Piura,Otro,1250.0,6.25,Alto,Casa,Alquiler,3,5,200.0,Muy Grande,8.0,2018,S/.200,GP Inmobiliaria pe,17 feb. 2023 - Publicado por GP Inmobiliaria pe,https://www.properati.com.pe/detalle/14032-32-8993-ac1e30268e58-9ec3ad03-904f-4d94
Apartamento en alquiler en Ur. Campo De Polo,"Ur. Campo De Polo, Magdalena del Mar, Lima, Lima ",Magdalena del Mar,Centro,750.0,16.666666666666668,Moderado,Apartamento,Alquiler,1,1,45.0,Pequeño,5.0,2021,,RE/MAX Dreams pe,3 mar. 2023 - Publicado por RE/MAX Dreams pe,https://www.properati.com.pe/detalle/14032-32-cec6-2e0471f70181-6ff1747-a253-46d0
Apartamento en alquiler en San Borja,"San Borja, Lima, Lima ",Lima,Otro,800.0,8.421052631578947,Moderado,Apartamento,Alquiler,3,2,95.0,Mediano,,,S/.200,Infinito Novantanove E.I.R.L,8 feb. 2023 - Publicado por Infinito Novantanove E.I.R.L,https://www.properati.com.pe/detalle/14032-32-c319-f2c2ca7db955-e17a629c-9920-409d
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,850.0,10.0,Moderado,Apartamento,Alquiler,2,2,85.0,Mediano,,85 m²,,Inmobiliaria Portella,3 dic. 2022 - Publicado por Inmobiliaria Portella,https://www.properati.com.pe/detalle/14032-32-da3e-1656cdda5e4b-43ee054d-8dc9-3c7a
Casa en alquiler en Ur. Micaela Bastidas,"Ur. Micaela Bastidas, Los Olivos, Lima, Lima ",Los Olivos,Norte,3800.0,7.037037037037037,Lujo,Casa,Alquiler,5,5,540.0,Muy Grande,24.0,2002,,Remax Plaza,7 feb. 2023 - Publicado por Remax Plaza,https://www.properati.com.pe/detalle/14032-32-c77b-a1c3e6fce978-bbb3fff3-a727-46ec
Apartamento en alquiler en Ur. Valle Hermoso Residencial Etapa Ii,"Ur. Valle Hermoso Residencial Etapa Ii, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,1400.0,4.666666666666667,Alto,Apartamento,Alquiler,3,3,300.0,Muy Grande,16.0,2010,S/.480,COLUMBUS INMOBILIARIA,17 feb. 2023 - Publicado por COLUMBUS INMOBILIARIA,https://www.properati.com.pe/detalle/14032-32-8a8a-37ccd979c701-c92c721d-83dc-4073
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",Lima,Otro,2600.0,7.878787878787879,Lujo,Apartamento,Alquiler,3,3,330.0,Muy Grande,26.0,2000,"S/.1,350",Büro Propiedades,13 dic. 2022 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-7444-44dd48a9da8f-af958a24-92e8-414d
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,1000.0,8.928571428571429,Alto,Apartamento,Alquiler,3,3,112.0,Grande,,,S/.570,Fiorella Saldarriaga,22 feb. 2023 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-972e-fb714669d198-9bf7fafe-990b-48da
Apartamento en alquiler en Santa Cruz,"Santa Cruz, Urb Santa Cruz, Provincia de Lima, Provincia de Lima ",Urb Santa Cruz,Otro,1500.0,13.043478260869565,Alto,Apartamento,Alquiler,3,2,115.0,Grande,18.0,2008,S/.900,HABITALE BIENES RAICES,6 oct. 2022 - Publicado por HABITALE BIENES RAICES,https://www.properati.com.pe/detalle/14032-32-6d61-cee736aea1bb-3818e47d-a30f-4dd1
Apartamento en alquiler en Fundo Conde San Isidro,"Fundo Conde San Isidro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2000.0,2000.0,Lujo,Apartamento,Alquiler,3,2,1.0,Pequeño,23.0,2003,,Ida Rubini Vargas,29 ago. 2022 - Publicado por Ida Rubini Vargas,https://www.properati.com.pe/detalle/14032-32-e8d3-4a0bf908574f-4ec2818c-87c2-31eb
Apartamento en alquiler en Ur. Nueva Castilla,"Ur. Nueva Castilla, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,980.0,7.0,Moderado,Apartamento,Alquiler,3,3,140.0,Grande,8.0,2018,,Milagros Ormeño,3 mar. 2023 - Publicado por Milagros Ormeño,https://www.properati.com.pe/detalle/14032-32-a20e-8df9ef4bc2e4-66fe14db-b5f6-4e01
Habitación en alquiler en Hu. Cercado De La Perla,"Hu. Cercado De La Perla, La Perla, Callao, Callao ",La Perla,Oeste,12000.0,1000.0,Lujo,Habitación,Alquiler,17,2,12.0,Pequeño,8.0,2018,S/.1,Century 21 Horizonte,3 mar. 2023 - Publicado por Century 21 Horizonte,https://www.properati.com.pe/detalle/14032-32-5310-5d9a7e423d7d-c00b4355-84dd-44a4
Apartamento en alquiler en San Isidro,"San Isidro, Lima, Lima ",Lima,Otro,3050.0,17.63005780346821,Lujo,Apartamento,Alquiler,3,3,173.0,Grande,,,"S/.1,100",Büro Propiedades,26 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-dbf9-138ed6ee263f-170e0d2-893c-4192
Casa de playa en alquiler en Playa San Bartolo,"Playa San Bartolo, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1300.0,1300.0,Alto,Casa de playa,Alquiler,4,4,1.0,Pequeño,11.0,2015,,RENZO ACUÑA BENDEZÚ,22 set. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-ea-728c6c1589b0-881aa977-8bfd-4826
Casa en alquiler en Cieneguilla,"Cieneguilla, Lima, Lima ",Lima,Otro,990.0,990.0,Moderado,Casa,Alquiler,4,3,1.0,Pequeño,5.0,2021,S/.450,RENZO ACUÑA BENDEZÚ,16 nov. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-554b-98555dea96c9-2026c44a-bb98-4d18
Casa en alquiler en Provincia de Lima,"Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,1600.0,1600.0,Alto,Casa,Alquiler,5,6,1.0,Pequeño,8.0,2018,,RENZO ACUÑA BENDEZÚ,11 oct. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-798d-feeda2f11d87-b9d5c66c-b41a-4128
Apartamento en alquiler en Hu. Cercado De Miraflores,"Hu. Cercado De Miraflores, Miraflores, Lima, Lima ",Miraflores,Centro,2400.0,12.0,Lujo,Apartamento,Alquiler,3,2,200.0,Muy Grande,20.0,2006,S/.650,Büro Propiedades,31 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-11ec-7377078ccf67-355c7069-b65d-5016
Casa de playa en alquiler en Cerro Azul,"Cerro Azul, Cañete, Lima ",Cañete,Otro,1000.0,1000.0,Alto,Casa de playa,Alquiler,4,4,1.0,Pequeño,4.0,2022,,RENZO ACUÑA BENDEZÚ,16 nov. 2022 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-7f65-2071f8302930-f0db32e9-879e-478c
Apartamento en alquiler en Ur. America,"Ur. America, Miraflores, Lima, Lima ",Miraflores,Centro,700.0,14.0,Moderado,Apartamento,Alquiler,1,1,50.0,Mediano,12.0,2014,S/.221,RENZO ACUÑA BENDEZÚ,6 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-e1-70648799a85f-217000ee-ba69-4f43
Apartamento en alquiler en Ur. Confraternidad,"Ur. Confraternidad, Barranco, Lima, Lima ",Barranco,Sur,950.0,11.176470588235293,Moderado,Apartamento,Alquiler,2,3,85.0,Mediano,13.0,2013,S/.450,RENZO ACUÑA BENDEZÚ,27 feb. 2023 - Publicado por RENZO ACUÑA BENDEZÚ,https://www.properati.com.pe/detalle/14032-32-aa29-e9f2a37908b5-24e1ae20-8b1c-447d
Apartamento en alquiler en Re. San Felipe,"Re. San Felipe, San Isidro, Lima, Lima ",San Isidro,Centro,2650.0,5.888888888888889,Lujo,Apartamento,Alquiler,3,3,450.0,Muy Grande,31.0,1995,S/.1,Büro Propiedades,9 ene. 2023 - Publicado por Büro Propiedades,https://www.properati.com.pe/detalle/14032-32-8bc1-c853fbbb192a-f1f878a9-8f59-40b1
Casa en alquiler en Surco,"Surco, Santiago De Surco, Lima, Lima ",Santiago De Surco,Este,2500.0,8.333333333333334,Lujo,Casa,Alquiler,5,5,300.0,Muy Grande,9.0,2017,,RE/MAX Expo,26 feb. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-8572-4c3c43423cfd-3c8de3a5-82b8-4692
Apartamento en alquiler en Ur. Los Jazmines,"Ur. Los Jazmines, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,800.0,4.705882352941177,Moderado,Apartamento,Alquiler,3,3,170.0,Grande,,,S/.280,Fiorella Saldarriaga,20 oct. 2022 - Publicado por Fiorella Saldarriaga,https://www.properati.com.pe/detalle/14032-32-688b-1375a15a8fcd-ecd54b3a-bd38-403d
Apartamento en alquiler en Ur. Aurora,"Ur. Aurora, Miraflores, Lima, Lima ",Miraflores,Centro,2990.0,8.422535211267606,Lujo,Apartamento,Alquiler,3,4,355.0,Muy Grande,8.0,2018,"S/.1,100",IMPERIAL INN MIRAFLORES S.A.C.,15 ago. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-e0ca-fa1410aff861-caeb33ac-8072-4c39
Apartamento en alquiler en Surquillo,"Surquillo, Urb Jose Balta, Provincia de Lima, Provincia de Lima ",Urb Jose Balta,Otro,1207.0,9.143939393939394,Alto,Apartamento,Alquiler,3,4,132.0,Grande,11.0,2015,S/.380,IMPERIAL INN MIRAFLORES S.A.C.,14 ago. 2022 - Publicado por IMPERIAL INN MIRAFLORES S.A.C.,https://www.properati.com.pe/detalle/14032-32-ae1c-a909eb3775d7-cff891cd-a943-4dba
Apartamento en alquiler en Ur. Balta,"Ur. Balta, Miraflores, Lima, Lima ",Miraflores,Centro,2100.0,11.052631578947368,Lujo,Apartamento,Alquiler,3,3,190.0,Grande,24.0,2002,S/.580,LOGRA Inmobiliaria,1 feb. 2023 - Publicado por LOGRA Inmobiliaria,https://www.properati.com.pe/detalle/14032-32-1618-5805e38df61b-6103048c-bae4-4e3c
Apartamento en alquiler en Urb Huertos de San Antonio,"Urb Huertos de San Antonio, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,650.0,3.9393939393939394,Moderado,Apartamento,Alquiler,3,2,165.0,Grande,26.0,2000,S/.200,Corretajes Inmobiliarios Matessa SAC,10 jul. 2022 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-fbcb-f235e92e9a0-8c1a18c3-8895-4bc8
Apartamento en alquiler en Leuro,"Leuro, Provincia de Lima, Provincia de Lima ",Provincia de Lima,Otro,2700.0,2700.0,Lujo,Apartamento,Alquiler,3,3,1.0,Pequeño,,218 m²,,Carmen Lucia Alvarez Sànchez,9 nov. 2022 - Publicado por Carmen Lucia Alvarez Sànchez,https://www.properati.com.pe/detalle/14032-32-3186-49327fabd9dc-434ba83a-994b-3570
Apartamento en alquiler en Ur. Huertos De San Antonio,"Ur. Huertos De San Antonio, Santiago de Surco, Lima, Lima ",Santiago de Surco,Este,650.0,3.823529411764706,Moderado,Apartamento,Alquiler,3,2,170.0,Grande,36.0,1990,S/.200,Corretajes Inmobiliarios Matessa SAC,28 feb. 2023 - Publicado por Corretajes Inmobiliarios Matessa SAC,https://www.properati.com.pe/detalle/14032-32-58bf-a75a26f50657-d3e8e44f-ab50-4c0f
Apartamento en alquiler en Ur. Jardin,"Ur. Jardin, San Isidro, Lima, Lima ",San Isidro,Centro,1200.0,7.6923076923076925,Alto,Apartamento,Alquiler,4,3,156.0,Grande,15.0,2011,S/.450,Lien Hub Inmobiliario,1 mar. 2023 - Publicado por Lien Hub Inmobiliario,https://www.properati.com.pe/detalle/14032-32-fd2b-fa8e8374ef47-a9b776e9-aff2-4ab4
Apartamento en alquiler en Ur. Armendariz,"Ur. Armendariz, Miraflores, Lima, Lima ",Miraflores,Centro,2200.0,11.0,Lujo,Apartamento,Alquiler,3,2,200.0,Muy Grande,30.0,1996,S/.740,RE/MAX Expo,1 mar. 2023 - Publicado por RE/MAX Expo,https://www.properati.com.pe/detalle/14032-32-1bda-ae285943ffc4-70cdde0f-b5b5-428f
Apartamento en alquiler en Ur. Orrantia Del Mar,"Ur. Orrantia Del Mar, San Isidro, Lima, Lima ",San Isidro,Centro,1100.0,8.870967741935484,Alto,Apartamento,Alquiler,3,2,124.0,Grande,,,S/.400,SOCIOS INMOBILIARIOS,1 mar. 2023 - Publicado por SOCIOS INMOBILIARIOS,https://www.properati.com.pe/detalle/14032-32-694a-fd96106fb6c6-323ecb67-949a-40a6
